track_name,artist_name,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
PORN ACTING*[FLIP] - Spotify Singles,Jean Dawson,"['indie hip hop', 'modern indie pop']",0.721,0.571,-7.32,0.0375,0.55,1.06e-05,0.898,146.001
Sunshine Baby,The Japanese House,"['indie pop', 'indietronica', 'modern dream pop', 'pov: indie', 'vapor soul']",0.551,0.575,-8.02,0.0334,0.542,1.28e-05,0.699,87.989
In Your Wake,Bathe Alone,"['dreamgaze', 'grungegaze']",0.548,0.617,-8.84,0.0276,0.111,0.616,0.262,99.98
OBO (feat. Kate Bollinger),Paul Cherry,['bedroom pop'],0.714,0.747,-6.679,0.0465,0.00179,0.0342,0.676,100.024
Cellar,Sea Lemon,['chill dream pop'],0.289,0.678,-8.2,0.0311,0.0847,0.746,0.301,177.838
Blame Brett,The Beaches,['toronto indie'],0.461,0.87,-3.458,0.042,0.00527,1.59e-05,0.79,155.913
Save U,Chenayder,[],0.637,0.499,-7.668,0.0273,0.814,0.000177,0.266,155.983
Caroline,Junior Mesa,[],0.298,0.514,-7.801,0.0332,0.492,0.00153,0.4,102.513
I'm Like A Bird,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",0.623,0.607,-5.113,0.0353,0.147,3.29e-06,0.614,89.654
Shining,Noah Pope,[],0.599,0.737,-7.937,0.0368,0.426,0.00591,0.671,172.058
Since September,Walter The Producer,[],0.731,0.728,-2.788,0.0381,0.0654,4.9e-06,0.426,130.023
2D,Healy,['memphis hip hop'],0.779,0.682,-6.065,0.0403,0.273,0.0144,0.618,123.0
Don't Forget About Me,d4vd,"['bedroom pop', 'bedroom r&b']",0.661,0.44,-11.101,0.0339,0.0744,0.00939,0.317,117.707
Margo,Sally Boy,[],0.481,0.578,-9.596,0.0718,0.329,1.02e-05,0.204,166.007
House Song,Searows,[],0.293,0.131,-18.658,0.039,0.886,0.14,0.123,78.885
Stone Killer,26fix,[],0.811,0.353,-18.698,0.0464,0.0147,0.76,0.713,125.003
Escape From The Killer 2008,Eyedress,['noise pop'],0.436,0.764,-5.911,0.0742,0.00491,0.0194,0.546,109.793
Zinnias - Recorded At Electric Lady Studios,Clairo,"['bedroom pop', 'indie pop', 'pop', 'pov: indie']",0.459,0.834,-6.701,0.0422,0.0548,0.0661,0.639,149.022
I am not the sun,Maude Latour,"['alt z', 'indie pop', 'nyc pop']",0.535,0.865,-5.675,0.298,0.0281,0.00103,0.857,168.006
Holdup,Ethan Tasch,[],0.688,0.683,-8.651,0.0394,0.586,0.038,0.519,125.987
as if,glaive,"['glitchcore', 'hyperpop', 'proto-hyperpop']",0.716,0.683,-5.077,0.0433,0.27,0.0,0.788,94.319
dopamine - Version Française,Madelline,['hyperpop'],0.669,0.622,-8.359,0.0881,0.0997,0.0011,0.456,135.974
Rainbow Mind,Sam Truth,['indie hip hop'],0.337,0.401,-10.193,0.0414,0.545,0.00225,0.221,84.942
Don't Let Me Down,Gus Dapperton,"['bedroom pop', 'indie poptimism', 'pov: indie']",0.69,0.728,-5.684,0.0323,0.0173,0.00132,0.658,117.013
Dance With U,Luna Luna,['dallas indie'],0.694,0.515,-13.012,0.0436,0.349,0.00564,0.415,126.968
Kill For You,Gigi Perez,['bedroom pop'],0.644,0.627,-7.467,0.0424,0.0659,1.6e-06,0.679,119.993
Can't Stop Loving You,Artemas,[],0.528,0.698,-8.43,0.0662,0.0738,0.000765,0.0783,94.804
Top Dog,Magdalena Bay,['la pop'],0.733,0.721,-9.131,0.128,0.0135,0.00103,0.602,144.975
"im fine, thx 4 asking",King Isis,[],0.507,0.618,-6.126,0.0383,0.0204,0.000665,0.426,175.985
Blades,Arlo Parks,"['indie pop', 'indie soul', 'uk contemporary r&b']",0.762,0.564,-6.504,0.0353,0.137,0.00229,0.485,106.015
Music Box,Leith Ross,"['indie pop', 'pov: indie']",0.293,0.239,-14.26,0.0395,0.895,0.0263,0.136,70.587
Si Me Voy (with The Marías),Cuco,"['bedroom pop', 'dream pop']",0.623,0.78,-8.274,0.031,0.306,0.127,0.407,124.014
Go Boy,ODIE,['canadian contemporary r&b'],0.575,0.476,-12.338,0.0287,0.296,0.037,0.0873,110.034
fade (flounder bonus track),quinnie,"['bedroom pop', 'indie pop']",0.585,0.471,-8.626,0.0257,0.413,0.000328,0.66,96.053
Pink + White - Live at Electric Lady,Remi Wolf,"['indie pop', 'modern alternative pop']",0.498,0.468,-6.17,0.0502,0.133,0.0,0.55,148.266
Endlessly,Kali Uchis,['colombian pop'],0.635,0.748,-5.458,0.0597,0.0362,3.33e-06,0.629,82.016
Never Felt So Alone,Labrinth,"['indie poptimism', 'pop']",0.436,0.409,-4.438,0.0533,0.499,0.000166,0.363,98.357
Regressa,Kaz Moon,['lo-fi rap'],0.649,0.429,-11.311,0.299,0.692,0.0213,0.787,88.83
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator","['hip hop', 'rap']",0.468,0.652,-4.912,0.0722,0.333,0.000318,0.39,140.223
Peppers (feat. Tommy Genesis),Lana Del Rey,"['art pop', 'pop']",0.487,0.515,-11.767,0.19,0.633,0.176,0.35,156.738
THE PEACH,MICHELLE,['bedroom pop'],0.742,0.564,-6.187,0.173,0.283,0.000169,0.822,187.95
Not Strong Enough,boygenius,['indie pop'],0.508,0.797,-5.854,0.0411,0.00261,7.56e-06,0.361,126.982
Ribbons,Ryan Beatty,['bedroom soul'],0.404,0.25,-13.286,0.0404,0.926,0.0144,0.244,137.829
Dive,Olivia Dean,['pop soul'],0.626,0.732,-6.043,0.0395,0.175,3.72e-05,0.286,90.015
Selene,Night Tapes,['modern dream pop'],0.577,0.558,-5.142,0.0313,0.104,0.00822,0.487,85.961
hospital beach,Cottonwood Firing Squad,[],0.636,0.753,-8.185,0.0318,0.492,0.658,0.714,125.906
R e s e n t m e n t,PARTYNEXTDOOR,"['r&b', 'rap', 'toronto rap', 'urban contemporary']",0.571,0.212,-16.206,0.044,0.56,0.28,0.39,94.164
Snooze,SZA,"['pop', 'r&b', 'rap']",0.559,0.551,-7.231,0.132,0.141,0.0,0.392,143.008
Summer Too Hot,Chris Brown,"['r&b', 'rap']",0.681,0.71,-6.643,0.0574,0.155,3.02e-05,0.254,89.957
On My Mama,Victoria Monét,['alternative r&b'],0.481,0.539,-7.865,0.108,0.551,0.00539,0.621,153.277
Sure Thing,Miguel,['r&b'],0.684,0.607,-8.127,0.1,0.0267,0.000307,0.498,81.001
Crash & Burn,Leon Thomas,[],0.551,0.748,-5.868,0.0562,0.0534,1.31e-05,0.379,77.809
This Is,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",0.483,0.492,-6.734,0.157,0.221,0.0,0.328,168.79
What It Is (Solo Version),Doechii,['alternative r&b'],0.74,0.758,-5.851,0.0921,0.061,1.44e-06,0.757,171.925
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.855,0.678,-6.276,0.189,0.0569,3.69e-05,0.852,99.029
Moonlight,Kali Uchis,['colombian pop'],0.642,0.706,-6.872,0.052,0.518,0.0,0.896,136.851
Only Have Eyes 42,Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",0.606,0.729,-4.473,0.0619,0.24,1.73e-06,0.527,80.052
2 Sugar (feat. Ayra Starr),Wizkid,"['afrobeats', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",0.914,0.643,-3.862,0.134,0.0498,0.0,0.764,105.033
Big Steppa,Amaarae,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",0.788,0.489,-7.729,0.0415,0.554,4.73e-05,0.779,104.032
Ready,Mahalia,"['alternative r&b', 'indie anthem-folk', 'uk contemporary r&b']",0.589,0.569,-7.645,0.0814,0.498,0.000654,0.359,85.905
Gemini Slander,Kiana Ledé,['r&b'],0.385,0.443,-9.773,0.114,0.567,3.46e-06,0.302,80.05
Suite Life (Familiar) - Bonus Track,FLO,[],0.626,0.615,-5.559,0.0332,0.32,0.0,0.65,139.883
To This Day,DESTIN CONRAD,"['alternative r&b', 'indie r&b']",0.454,0.544,-8.543,0.0864,0.613,1.6e-05,0.37,104.754
ICU,Coco Jones,[],0.584,0.453,-6.682,0.0661,0.753,0.0,0.328,124.913
Hardlife,Summer Walker,"['r&b', 'rap']",0.628,0.531,-8.186,0.263,0.195,0.0,0.262,139.891
My Phone Can Die,Rory,[],0.63,0.432,-7.071,0.0369,0.221,9e-05,0.339,122.119
Hrs & Hrs (feat. Usher) - Remix,Muni Long,['indie r&b'],0.497,0.522,-7.303,0.295,0.629,0.0,0.579,140.242
TODAY,Q,['indie r&b'],0.494,0.406,-8.472,0.0559,0.848,5.63e-06,0.0853,159.957
These Four Walls,Khamari,['indie r&b'],0.602,0.344,-7.89,0.149,0.513,0.0,0.315,137.702
Love Language,SZA,"['pop', 'r&b', 'rap']",0.707,0.261,-10.139,0.0784,0.853,0.0,0.545,65.038
Lipstick Lover,Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",0.589,0.434,-7.531,0.113,0.305,0.0,0.657,169.983
Party Girls (feat. Buju Banton),Victoria Monét,['alternative r&b'],0.435,0.785,-5.946,0.239,0.296,0.000886,0.742,79.301
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,"['pop', 'r&b']",0.784,0.7,-5.289,0.0396,0.0112,1.76e-05,0.204,126.015
22,JayO,['afrobeats'],0.534,0.821,-7.463,0.107,0.693,1.02e-05,0.509,111.032
Luv Songs (Unruly),PHABO,"['indie r&b', 'trap soul']",0.595,0.676,-4.915,0.412,0.169,0.0,0.586,139.806
BAD HABITS,Ambré,['alternative r&b'],0.642,0.556,-10.053,0.126,0.373,0.396,0.155,119.605
CHERIMOYA - BONUS,Jordan Ward,"['chill abstract hip hop', 'indie hip hop', 'indie r&b']",0.487,0.337,-13.561,0.0731,0.875,0.0103,0.337,84.394
Change,FLO,[],0.582,0.614,-6.429,0.0566,0.169,0.0,0.528,94.89
Gone (with Bryson Tiller),Kiana Ledé,['r&b'],0.667,0.627,-6.121,0.0523,0.0406,0.00101,0.22,103.047
Fell In Love,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",0.732,0.464,-9.722,0.0527,0.0899,3.1e-05,0.647,149.954
The Rush (feat. Nia Long & Amaarae),Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",0.679,0.607,-8.549,0.085,0.706,1.39e-05,0.49,84.906
Disillusioned (with serpentwithfeet),Daniel Caesar,['canadian contemporary r&b'],0.796,0.556,-3.917,0.0363,0.0852,1.13e-05,0.59,96.987
Finding Peace,Summer Walker,"['r&b', 'rap']",0.747,0.467,-11.25,0.1,0.571,0.173,0.735,150.066
How Does It Feel,Chlöe,['contemporary r&b'],0.575,0.738,-3.65,0.0712,0.208,0.0,0.391,82.609
Words of Affirmation,Queen Naija,['r&b'],0.419,0.619,-3.892,0.0874,0.455,0.0,0.346,155.54
People (feat. Ayra Starr & Omah Lay),Libianca,['afrobeats'],0.559,0.453,-8.746,0.0684,0.592,1.23e-05,0.622,123.906
CUFF IT - WETTER REMIX,Beyoncé,"['pop', 'r&b']",0.66,0.688,-6.34,0.0564,0.434,0.0,0.65,118.05
Do You Mind,Vedo,['pop r&b'],0.775,0.538,-6.501,0.0429,0.0159,5.1e-06,0.732,96.503
Used To Me (feat. Ty Dolla $ign),Mario,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",0.738,0.613,-6.81,0.0649,0.309,0.0,0.637,90.012
What You Wanna Try,Masego,"['alternative r&b', 'indie soul']",0.878,0.577,-5.925,0.0541,0.0656,0.0,0.498,99.031
We Might Even Be Falling In Love (Duet) - Spotify Singles,Victoria Monét,['alternative r&b'],0.731,0.423,-10.147,0.0784,0.473,0.000413,0.78,76.964
I Don't Mind,Chlöe,['contemporary r&b'],0.798,0.608,-5.765,0.0879,0.173,5.97e-05,0.844,109.916
So Be It (with Summer Walker) - Remix,Alex Vaughn,['indie r&b'],0.612,0.636,-5.328,0.0899,0.144,0.0,0.221,131.922
Breaking Point,Leon Thomas,[],0.507,0.538,-7.454,0.0643,0.4,1.9e-05,0.239,111.458
Let Me Go,Daniel Caesar,['canadian contemporary r&b'],0.601,0.481,-8.366,0.0634,0.689,0.0033,0.484,152.994
Stories In Motion (with Wale),6LACK,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",0.672,0.783,-6.463,0.0852,0.312,0.0399,0.66,85.526
Calder Shapes,Matthew Halsall,"['contemporary jazz', 'indie jazz', 'jazz brass', 'nu jazz', 'uk contemporary jazz']",0.447,0.475,-12.614,0.0346,0.695,0.868,0.537,107.53
"Degnan Dreams (feat. Keyon Harrold, Justin Tyson & Dominique Sanders)",Terrace Martin,"['alternative r&b', 'indie soul']",0.577,0.736,-9.033,0.0713,0.00308,0.743,0.865,99.943
Something I'm Used To,DARGZ,[],0.608,0.737,-11.092,0.035,0.109,0.947,0.312,118.019
Freedom & Progress,Nicola Conte,"['jazztronica', 'nu jazz']",0.65,0.787,-9.847,0.0357,0.597,0.886,0.963,116.521
Oblivion,Max Ionata,['italian jazz'],0.581,0.132,-17.03,0.0532,0.947,0.8,0.34,103.449
jazz is for ordinary people,berlioz,[],0.502,0.474,-11.424,0.0543,0.711,0.787,0.312,118.079
Retro Back Summer Action,H ZETTRIO,"['japanese jazz', 'japanese jazz fusion', 'japanese jazztronica']",0.572,0.832,-7.001,0.0429,0.00585,0.843,0.649,144.041
Look To The Hills,Brian Blade & The Fellowship Band,"['contemporary jazz', 'contemporary post-bop', 'jazz']",0.347,0.437,-12.491,0.0424,0.429,0.91,0.131,82.603
Means The World,Reuben James,['uk contemporary r&b'],0.64,0.666,-7.332,0.29,0.599,9.49e-05,0.748,73.068
I Can Say To You [Feat. Vanisha Gould] - Single Edit,Butcher Brown,"['indie jazz', 'indie soul', 'neo r&b', 'rva indie']",0.662,0.673,-9.877,0.466,0.574,0.00119,0.59,93.729
Sal Al Malecón,Roberto Fonseca,"['cuban alternative', 'jazz cubano']",0.691,0.5,-11.646,0.0361,0.776,0.917,0.836,100.089
Soft Serve,FKAjazz,[],0.533,0.633,-8.618,0.0317,0.333,0.787,0.582,130.031
Did You Know,Alabaster DePlume,"['pastoral', 'uk contemporary jazz']",0.336,0.19,-17.902,0.0622,0.953,0.0481,0.226,72.799
Blood Calls Blood,Chief Adjuah,[],0.313,0.797,-8.166,0.159,0.564,0.654,0.374,64.661
Tour,Keeth,[],0.51,0.488,-9.372,0.141,0.0334,0.59,0.254,100.244
Calling,S. Carey,"['chamber pop', 'eau claire indie', 'indie folk']",0.306,0.366,-13.906,0.031,0.86,0.926,0.284,155.265
Oropendola,John Carroll Kirby,['fourth world'],0.838,0.646,-6.573,0.0849,0.409,0.657,0.922,100.049
The Other Side,Anne Paceo,['french jazz'],0.376,0.47,-8.596,0.0366,0.211,0.918,0.634,102.952
Sticology,Dan Wilson,[],0.449,0.714,-7.449,0.039,0.689,0.137,0.809,120.96
La Bandera,Ruslan Sirota,[],0.769,0.561,-7.649,0.0398,0.489,0.164,0.779,130.978
Madeira,Marco Bardoscia,[],0.675,0.382,-15.838,0.0465,0.838,0.608,0.749,109.53
Jupiter,Ash Walker,['indie jazz'],0.595,0.391,-12.585,0.036,0.407,0.918,0.0906,131.962
Unified Dakotas,High Pulp,[],0.539,0.505,-11.529,0.0351,0.334,0.944,0.0726,95.474
Progressions,Greg Spero,['uk contemporary jazz'],0.306,0.635,-12.046,0.0384,0.0281,0.919,0.237,102.129
Shades,Gas Lab,"['argentine hip hop', 'lo-fi latino']",0.583,0.864,-6.614,0.146,0.0208,0.0658,0.185,83.391
Part VII,Myele Manzanza,"['nz jazz', 'uk contemporary jazz']",0.841,0.113,-18.666,0.0979,0.472,0.6,0.685,134.96
Akka-Safad,Faraj Suleiman,"['arab alternative', 'arabic jazz']",0.327,0.585,-11.545,0.0381,0.222,0.863,0.371,100.579
Morning Of The Carnival,Pat Metheny,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']",0.335,0.0306,-26.555,0.0485,0.995,0.955,0.218,65.442
Ornette's Clockwork,Metropole Orkest,"['baithak gana', 'dutch jazz']",0.327,0.546,-11.207,0.0339,0.621,0.841,0.125,129.988
Mal Du Pays,Harold López-Nussa,"['jazz cubano', 'modern jazz piano']",0.627,0.362,-11.257,0.0406,0.549,0.869,0.0566,76.814
エッグ・オン・ザ・ルーフ,小曽根啓,[],0.62,0.242,-14.088,0.0392,0.749,0.245,0.36,63.395
Captain Zorg,Benjamin Herman,['dutch jazz'],0.709,0.587,-6.909,0.0632,0.0172,0.428,0.671,99.9
For Roy,Huntertones,['instrumental funk'],0.747,0.328,-9.287,0.0428,0.431,0.915,0.529,84.859
Shades Of Rainbow,Miki Yamanaka,[],0.472,0.524,-9.019,0.0324,0.462,0.82,0.509,132.076
Rust (feat. Tom Misch),Yussef Dayes,"['british jazz', 'indie soul']",0.646,0.564,-12.531,0.039,0.677,0.869,0.36,96.707
No End,Tony Allen,"['afrobeat', 'afropop', 'world']",0.73,0.853,-7.137,0.0336,0.0521,0.912,0.981,87.739
black joy,aja monet,[],0.684,0.67,-8.865,0.245,0.21,6.08e-06,0.439,117.147
Love Theme,Greg Foat,"['indie jazz', 'uk contemporary jazz']",0.569,0.414,-14.391,0.0272,0.296,0.847,0.308,100.042
Step on That Toe,Wendy Marcini,['background jazz'],0.575,0.552,-8.97,0.0328,0.499,0.915,0.597,97.884
Achilles Heel - Subharmonic Version,Jazz Mafia,[],0.654,0.609,-10.474,0.064,0.029,0.119,0.354,130.035
You'd Be so Nice to Come Home To,Sam Levine,['jazz worship'],0.456,0.283,-15.356,0.0303,0.889,0.847,0.405,95.308
Contes de la nuit,Uèle Lamore,[],0.208,0.156,-16.053,0.0401,0.704,0.846,0.0669,126.23
Savvy,Matt Wilde,[],0.528,0.68,-9.973,0.0462,0.395,0.859,0.355,89.842
GOOD DAY,Theo Croker,"['indie jazz', 'jazz brass', 'jazz trumpet']",0.726,0.886,-6.213,0.138,0.531,0.0927,0.582,82.003
Mellow Kisses,M.E.B.,[],0.45,0.415,-12.624,0.0371,0.66,0.226,0.246,90.14
Breeze,Ashley Henry,"['british jazz', 'uk contemporary jazz']",0.352,0.526,-11.552,0.0428,0.226,0.916,0.535,171.127
Avaloch,House of Waters,['hammered dulcimer'],0.327,0.425,-16.899,0.0348,0.333,0.739,0.069,122.289
Cleanse - (The Waters) - feat. Braxton Cook,Marquis Hill,['jazz trumpet'],0.474,0.667,-8.987,0.147,0.372,0.0333,0.451,123.862
Isn't It Strange (feat. Thundercat & JD Beck),Pedro Martins,['musica brasiliense'],0.638,0.713,-11.338,0.036,0.641,0.661,0.731,140.172
Jib Set,Daniel Hersog Jazz Orchestra,[],0.357,0.46,-9.462,0.0352,0.793,0.73,0.221,89.897
Luto,young.vishnu,['lo-fi jazzhop'],0.614,0.566,-7.969,0.0311,0.157,0.83,0.58,147.997
You Don't Have To,Dele Sosimi,['afrobeat'],0.701,0.471,-12.181,0.0552,0.0745,0.122,0.808,81.821
Foreword,Alfa Mist,"['british jazz', 'indie soul']",0.325,0.694,-9.298,0.0553,0.00325,0.875,0.193,136.276
Renewal,Slowly Rolling Camera,['modern jazz trio'],0.277,0.502,-11.074,0.0415,0.419,0.92,0.113,86.442
Seven Steps To Heaven,David Garfield,['deep soft rock'],0.477,0.634,-9.598,0.061,0.0838,0.477,0.51,153.594
The Past Intact - Live at the Village Vanguard,Kurt Rosenwinkel,['jazz guitar'],0.476,0.604,-10.46,0.0324,0.745,0.849,0.677,111.079
You (feat. Ambrose Akinmusire),Cisco Swank,[],0.375,0.496,-8.069,0.127,0.372,0.012,0.375,234.451
Yuca y Magnoca,Paolo Fresu,"['italian contemporary jazz', 'italian jazz', 'jazz trumpet']",0.772,0.53,-13.263,0.0554,0.368,0.663,0.747,109.0
Crash The Car,KNOWER,['la pop'],0.582,0.435,-10.069,0.0448,0.785,0.456,0.445,122.459
Diamond Exchange,Mauricesax,[],0.451,0.904,-7.2,0.0535,0.00993,0.905,0.419,122.938
Legacy,Emile Londonien,[],0.611,0.632,-10.622,0.0428,0.0498,0.862,0.619,89.968
"Darkness, Darkness",Kieran Hebden,['spiritual jazz'],0.57,0.773,-8.292,0.0463,0.554,0.819,0.395,94.935
Ready To Ball,Kassa Overall,[],0.658,0.802,-7.699,0.0875,0.736,0.00253,0.769,89.98
Atonia,Enzo Carniel,[],0.488,0.356,-10.965,0.0365,0.853,0.9,0.386,131.926
Shine,Walter Smith III,"['contemporary jazz', 'contemporary post-bop', 'jazz']",0.382,0.536,-11.133,0.0312,0.863,0.884,0.396,137.861
SCENERY,halfpastseven,['lo-fi jazzhop'],0.5,0.392,-10.722,0.0953,0.763,0.918,0.346,83.822
The Ben-Dhlamini Stomp,Benjamin Jephta,['south african modern jazz'],0.618,0.639,-8.54,0.0457,0.18,0.412,0.328,91.136
Everything Is Going to Be OK,GoGo Penguin,"['british jazz', 'contemporary jazz', 'indie jazz', 'jazztronica', 'modern jazz trio', 'progressive jazz fusion']",0.405,0.466,-13.446,0.0402,0.64,0.808,0.444,185.893
For Horace,Raffy Bushman,['uk contemporary jazz'],0.565,0.452,-14.103,0.0406,0.163,0.927,0.483,97.594
Action,David Binney,"['contemporary jazz', 'jazz saxophone']",0.552,0.674,-9.094,0.0294,0.236,0.106,0.787,149.93
Susanna,Michael Blicher,['danish modern jazz'],0.787,0.586,-10.815,0.0577,0.331,0.928,0.852,88.719
Portals,Laura Misch,['indie soul'],0.867,0.336,-12.06,0.0655,0.888,0.000133,0.562,120.05
Better Together,Nathan-Paul,[],0.553,0.778,-6.79,0.0293,0.00561,0.895,0.379,128.019
Process Level Event,Reginald Chapman,[],0.337,0.557,-8.942,0.0343,0.0454,0.924,0.405,182.624
Supplication,John Patitucci,"['contemporary post-bop', 'electric bass', 'jazz', 'jazz fusion']",0.625,0.37,-16.837,0.127,0.336,0.67,0.578,150.086
5k,edbl,[],0.717,0.491,-9.78,0.0682,0.611,0.902,0.796,136.023
Tangram,Bokoya,[],0.33,0.565,-10.545,0.0336,0.00201,0.882,0.209,97.94
New Resistance,The Brother Moves On,"['south african alternative', 'south african rock']",0.623,0.47,-13.648,0.0469,0.267,0.0955,0.105,135.91
Mogaetsho,Bokani Dyer,"['south african jazz', 'south african modern jazz']",0.451,0.538,-10.125,0.051,0.601,0.00162,0.586,82.511
Sunset Milk Tea - Instrumental,PYJÆN,['uk contemporary jazz'],0.401,0.9,-6.657,0.0496,0.19,0.608,0.377,178.15
Judgement Day,EABS,"['polish jazz', 'polish modern jazz']",0.324,0.696,-9.845,0.0528,0.0207,0.864,0.429,125.474
Double Southpaw,Julian Lage,"['contemporary jazz', 'jazz guitar']",0.593,0.104,-17.74,0.0533,0.945,0.776,0.231,50.97
The Good Life,Christian McBride,"['contemporary jazz', 'contemporary post-bop', 'electric bass', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion', 'straight-ahead jazz']",0.614,0.471,-10.743,0.0424,0.402,0.894,0.649,105.552
Running Game,Brandee Younger,"['experimental jazz', 'jazz harp']",0.377,0.276,-15.74,0.029,0.966,0.888,0.0913,113.236
Audience Américain,Mark Guiliana,"['contemporary jazz', 'jazztronica']",0.356,0.309,-12.08,0.0377,0.833,0.861,0.187,169.316
Weezy,Orrin Evans,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz']",0.405,0.428,-13.852,0.0337,0.835,0.28,0.412,138.215
Spooki - Ash Walker Dub,Ebi Soda,['uk contemporary jazz'],0.545,0.933,-7.833,0.0489,0.00727,0.85,0.756,175.026
Adesane - Pachakuti Remix,Jembaa Groove,[],0.64,0.581,-9.136,0.0329,0.522,0.902,0.849,90.001
Laugh Up,Avishai Cohen,[],0.597,0.458,-7.89,0.048,0.562,0.739,0.431,166.02
Oumuamua,Golden Mean,['uk contemporary jazz'],0.6,0.659,-11.811,0.0368,0.0873,0.786,0.943,106.032
Flying Chicken (feat. Thiago Rabello & Salomão Soares),Hamilton De Holanda,"['bandolim', 'choro', 'choro contemporaneo', 'samba', 'velha guarda']",0.369,0.924,-6.229,0.0476,0.505,0.884,0.822,150.466
Dawn,Lonnie Liston Smith,['jazz funk'],0.552,0.804,-6.244,0.0278,0.173,0.0579,0.922,116.95
Come True,Vooo,[],0.672,0.57,-11.471,0.0459,0.0915,0.9,0.489,112.871
Lights Away from Home,ARTEMIS,['contemporary post-bop'],0.539,0.416,-11.999,0.0291,0.7,0.885,0.557,96.527
Olha Maria,Antonio Zambrini,['italian jazz'],0.378,0.355,-17.099,0.032,0.938,0.954,0.167,110.898
Party Song,David Cook,[],0.329,0.583,-8.371,0.061,0.259,0.816,0.65,71.271
Woods,Nine Sparks Riots,[],0.53,0.59,-10.589,0.069,0.523,0.969,0.686,81.106
"Vuma (feat. Thandiswa, Joel Ross)",Meshell Ndegeocello,['neo soul'],0.495,0.803,-8.909,0.0361,0.00548,0.802,0.879,129.197
Impressions,Jean-Michel Pilc,['modern jazz piano'],0.347,0.414,-17.674,0.038,0.57,0.751,0.44,149.682
Catalyst,Steven Feifke,[],0.445,0.513,-9.421,0.0484,0.295,0.707,0.383,91.346
Chop Suey!,System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.417,0.934,-3.908,0.119,0.000278,0.0015,0.287,127.066
Here to Stay,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.564,0.947,-4.998,0.0448,7.81e-06,0.828,0.351,100.002
Duality,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.354,0.982,-3.026,0.168,0.000237,0.000294,0.194,143.772
Numb,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.496,0.863,-4.153,0.0381,0.0046,0.0,0.243,110.018
Down with the Sickness,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.941,89.954
Bodies,Drowning Pool,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']",0.656,0.932,-3.405,0.0708,0.00347,0.00147,0.544,130.936
Tears Don't Fall,Bullet For My Valentine,"['alternative metal', 'melodic metalcore', 'nu metal', 'pop punk', 'post-grunge', 'uk metalcore', 'welsh metal']",0.213,0.927,-3.378,0.14,0.000729,4.85e-06,0.28,162.109
Happy?,Mudvayne,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.383,100.065
Sonne,Rammstein,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",0.51,0.917,-4.806,0.0854,0.0054,0.000133,0.313,75.098
Take A Look Around,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.425,0.852,-5.607,0.046,0.0175,0.306,0.512,101.968
Toxicity,System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.413,0.873,-4.151,0.0536,0.000264,0.00249,0.48,116.68
Before I Forget,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.348,134.724
Coming Undone,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.687,0.677,-4.172,0.0508,0.000643,0.000137,0.545,75.052
